known	unknown	DDC	DDE	TFC
0085SulaymIbnQaysHilali.KitabSulaym.Shia001265-ara1	000381.automARkdown	0.99961	58.06	0.99727
0094ZaynCabidin.SahifaSajjadiyya.Shia001112-ara1	000691.automARkdown	0.98637	~	0.93667
0122ZaydIbnCali.MusnadZayd.Zaydiyya0000052-ara1	001648.automARkdown	0.93414	~	~
0122ZaydIbnCali.MusnadZayd.Zaydiyya0000052-ara1	004944Vols.automARkdown	0.93204	~	~
0126KumaytIbnZaydAsadi.Rawda.Shia003659-ara1	001700.automARkdown	0.97386	~	~
0142IbnMuqaffac.KalilaWaDimna.Shamela0026537-ara1	002347.automARkdown	0.99327	~	0.95669
0142IbnMuqaffac.KalilaWaDimna.Shamela0026537-ara1	002332.automARkdown	0.93302	~	~
0145MufaddalIbnCumarJucfi.Tawhid.Shia001267-ara1	004555.automARkdown	0.98754	~	0.95583
0145MufaddalIbnCumarJucfi.Tawhid.Shia001267-ara1	002972Vols.automARkdown	0.93736	~	~
0145MufaddalIbnCumarJucfi.Tawhid.Shia001267-ara1	004804.automARkdown	0.93264	~	~
0145MufaddalIbnCumarJucfi.Tawhid.Shia001267-ara1	004560.automARkdown	0.93215	~	~
0145MufaddalIbnCumarJucfi.Tawhid.Shia001267-ara1	000567.automARkdown	0.93182	~	~
0145MufaddalIbnCumarJucfi.Tawhid.Shia001267-ara1	004551.automARkdown	0.93136	~	~
0146MajacaIbnZubayr.MinHadith.Shamela0026745-ara1	002047.automARkdown	0.93345	~	~
0151IbnIshaq.Sira.Shamela0009862-ara2	002221.automARkdown	0.98635	~	0.95947
0151IbnIshaq.Sira.Shamela0009862-ara2	002238Vols.automARkdown	0.94596	~	~
0151IbnIshaq.Sira.Shamela0009862-ara2	002308Vols.automARkdown	0.93878	~	~
0157AbuMikhnafAzdi.MaqtalHusayn.Shia003665-ara1	002853.automARkdown	0.93218	~	~
0167BashsharIbnBurdShacir.Diwan.JK007613-ara1	003399Vols.automARkdown	0.93153	~	~
0170AbuZaydQurashi.JamharatAshcarCarab.Shamela0001487-ara1	002985Vols.automARkdown	0.93525	~	~
0170AbuZaydQurashi.JamharatAshcarCarab.Shamela0001487-ara1	002334.automARkdown	0.93258	~	~
0170KhalilFarahidi.Cayn.Shia003887Vols-ara1	000961Vols.automARkdown	0.96935	~	~
0189MuhammadShaybani.Kasb.Shamela0006163-ara1	002067Vols.automARkdown	0.94964	~	~
0195MuarrijSadusi.HadhfMinNasabQuraysh.Shamela0000496-ara1	001959.automARkdown	0.96305	~	~
0195MuarrijSadusi.HadhfMinNasabQuraysh.Shamela0000496-ara1	001960.automARkdown	0.9528	~	~
0195MuarrijSadusi.HadhfMinNasabQuraysh.Shamela0000496-ara1	002330.automARkdown	0.9527	~	~
0195MuarrijSadusi.HadhfMinNasabQuraysh.Shamela0000496-ara1	002348.automARkdown	0.94697	~	~
0200IbnJacfarSadiq.Masail.Shia001114-ara1	001007.automARkdown	0.99745	~	0.99774
0200SayfIbnCumar.Fitna.Shia001884-ara1	003372Vols.automARkdown	0.95118	~	~
0200SayfIbnCumar.Fitna.Shia001884-ara1	003026.automARkdown	0.93389	~	~
0203CaliRida.Sahifa.Zaydiyya0000158-ara1	003295.automARkdown	0.94617	~	~
0203CaliRida.Sahifa.Zaydiyya0000158-ara1	001920.automARkdown	0.94321	~	~
0203CaliRida.Sahifa.Zaydiyya0000158-ara1	001832.automARkdown	0.93922	~	~
0203CaliRida.Sahifa.Zaydiyya0000158-ara1	002880Vols.automARkdown	0.93785	~	~
0203CaliRida.Sahifa.Zaydiyya0000158-ara1	001980Vols.automARkdown	0.937	~	~
0203CaliRida.Sahifa.Zaydiyya0000158-ara1	002336.automARkdown	0.93408	~	~
0204IbnKalbi.JamharatAnsab.Shamela0000504-ara1	001959.automARkdown	0.96822	~	~
0204IbnKalbi.JamharatAnsab.Shamela0000504-ara1	001960.automARkdown	0.95363	~	~
0204IbnKalbi.JamharatAnsab.Shamela0000504-ara1	002330.automARkdown	0.95323	~	~
0204IbnKalbi.JamharatAnsab.Shamela0000504-ara1	004774Vols.automARkdown	0.93209	~	~
0204IbnKalbi.NasabMacad.Shamela0028172-ara1	001959.automARkdown	0.94682	~	~
0204Shafici.Risala.Shia000819-ara1	002862.automARkdown	0.93078	~	~
0207Waqidi.Maghazi.Shamela0023680-ara1	003023Vols.automARkdown	0.972	~	0.94424
0207Waqidi.Maghazi.Shamela0023680-ara1	002238Vols.automARkdown	0.95773	~	~
0207Waqidi.Maghazi.Shamela0023680-ara1	002308Vols.automARkdown	0.9497	~	~
0207Waqidi.Maghazi.Shamela0023680-ara1	004408.automARkdown	0.94682	~	~
0207Waqidi.Maghazi.Shamela0023680-ara1	002329Vols.automARkdown	0.94598	~	~
0207Waqidi.Maghazi.Shamela0023680-ara1	001864Vols.automARkdown	0.93305	~	~
0207Waqidi.Ridda.Shamela0012222-ara1	002954Vols.automARkdown	0.9689	~	~
0209AbuCaliAshyabBaghdadi.JuzAshyab.Shia001886-ara1	002329Vols.automARkdown	0.93127	~	~
0212IbnMuzahimMinqari.WaqcatSiffin.Shia003666-ara1	003026.automARkdown	0.9975	~	0.99609
0212IbnMuzahimMinqari.WaqcatSiffin.Shia003666-ara1	003372Vols.automARkdown	0.93013	~	~
0213IbnHisham.SiraNabawiyya.Shamela0023833-ara1	001880Vols.automARkdown	0.94457	~	~
0213IbnHisham.SiraNabawiyya.Shamela0023833-ara1	002348.automARkdown	0.93656	~	~
0213IbnHisham.SiraNabawiyya.Shamela0023833-ara1	003361Vols.automARkdown	0.93232	~	~
0219IbnMuslimBasri.Ahadith.Shamela0030305-ara1	002047.automARkdown	0.96195	~	0.93227
0219IbnMuslimBasri.Ahadith.Shamela0030305-ara1	000216.automARkdown	0.94045	~	~
0220AbuJacfarIskafi.MicyarWaMuwazana.Shia001900-ara1	002874.automARkdown	0.99965	51.31	0.99782
0220AbuJacfarIskafi.MicyarWaMuwazana.Shia001900-ara1	000451Vols.automARkdown	0.95091	~	~
0220AbuJacfarIskafi.MicyarWaMuwazana.Shia001900-ara1	000609Vols.automARkdown	0.94566	~	~
0220AbuJacfarIskafi.MicyarWaMuwazana.Shia001900-ara1	000446.automARkdown	0.9448	~	~
0220AbuJacfarIskafi.MicyarWaMuwazana.Shia001900-ara1	001844Vols.automARkdown	0.94244	~	~
0220AbuJacfarIskafi.MicyarWaMuwazana.Shia001900-ara1	001978Vols.automARkdown	0.94165	~	~
0220AbuJacfarIskafi.MicyarWaMuwazana.Shia001900-ara1	000670.automARkdown	0.9412	~	~
0220AbuJacfarIskafi.MicyarWaMuwazana.Shia001900-ara1	000144.automARkdown	0.94104	~	~
0220AbuJacfarIskafi.MicyarWaMuwazana.Shia001900-ara1	000083.automARkdown	0.94099	~	~
0220AbuJacfarIskafi.MicyarWaMuwazana.Shia001900-ara1	002883Vols.automARkdown	0.93923	~	~
0220AbuJacfarIskafi.MicyarWaMuwazana.Shia001900-ara1	001660.automARkdown	0.9381	~	~
0220AbuJacfarIskafi.MicyarWaMuwazana.Shia001900-ara1	001840.automARkdown	0.93767	~	~
0220AbuJacfarIskafi.MicyarWaMuwazana.Shia001900-ara1	000074.automARkdown	0.93681	~	~
0220AbuJacfarIskafi.MicyarWaMuwazana.Shia001900-ara1	002915Vols.automARkdown	0.93638	~	~
0220AbuJacfarIskafi.MicyarWaMuwazana.Shia001900-ara1	000388.automARkdown	0.93635	~	~
0220AbuJacfarIskafi.MicyarWaMuwazana.Shia001900-ara1	002026.automARkdown	0.93572	~	~
0220AbuJacfarIskafi.MicyarWaMuwazana.Shia001900-ara1	004679.automARkdown	0.9356	~	~
0220AbuJacfarIskafi.MicyarWaMuwazana.Shia001900-ara1	000076.automARkdown	0.93529	~	~
0220AbuJacfarIskafi.MicyarWaMuwazana.Shia001900-ara1	002188Vols.automARkdown	0.93433	~	~
0220AbuJacfarIskafi.MicyarWaMuwazana.Shia001900-ara1	003372Vols.automARkdown	0.93399	~	~
0220AbuJacfarIskafi.MicyarWaMuwazana.Shia001900-ara1	000509.automARkdown	0.93327	~	~
0220AbuJacfarIskafi.MicyarWaMuwazana.Shia001900-ara1	000147.automARkdown	0.93129	~	~
0220AbuJacfarIskafi.MicyarWaMuwazana.Shia001900-ara1	000387.automARkdown	0.93054	~	~
0220AbuJacfarIskafi.MicyarWaMuwazana.Shia001900-ara1	000201.automARkdown	0.93016	~	~
0220AbuJacfarIskafi.NaqdCuthmaniyya.Shia003459BK2-ara1	000509.automARkdown	0.94177	~	~
0220AbuJacfarIskafi.NaqdCuthmaniyya.Shia003459BK2-ara1	002370.automARkdown	0.93758	~	~
0220AbuJacfarIskafi.NaqdCuthmaniyya.Shia003459BK2-ara1	000501.automARkdown	0.93722	~	~
0220AbuJacfarIskafi.NaqdCuthmaniyya.Shia003459BK2-ara1	000238.automARkdown	0.93692	~	~
0220AbuJacfarIskafi.NaqdCuthmaniyya.Shia003459BK2-ara1	002915Vols.automARkdown	0.93519	~	~
0220AbuJacfarIskafi.NaqdCuthmaniyya.Shia003459BK2-ara1	002491Vols.automARkdown	0.93495	~	~
0220AbuJacfarIskafi.NaqdCuthmaniyya.Shia003459BK2-ara1	000149.automARkdown	0.93192	~	~
0223IbnSalihKatibLayth.Nuskha.Shamela0009633-ara1	002047.automARkdown	0.95192	~	~
0230IbnSacd.TabaqatKubra.Shamela0001686-ara1	002054Vols.automARkdown	0.99024	~	0.99041
0230IbnSacd.TabaqatKubra.Shamela0001686-ara1	001880Vols.automARkdown	0.94795	~	~
0230IbnSacd.TabaqatKubra.Shamela0001686-ara1	002348.automARkdown	0.93049	~	~
0230IbnSacd.TarjamatHusayn.Shia003989-ara1	000160.automARkdown	0.93714	~	~
0230IbnSacd.TarjamatHusayn.Shia003989-ara1	002338.automARkdown	0.93352	~	~
0232CabdAllahIbnCawnKharraz.Nuskha.ShamAY0033610-ara1	002047.automARkdown	0.94176	~	~
0234AbuHasanSacdi.TasmiyatManRuwiya.JK000504-ara1	001959.automARkdown	0.95326	~	~
0234AbuHasanSacdi.TasmiyatManRuwiya.JK000504-ara1	003535.automARkdown	0.94905	~	~
0234AbuHasanSacdi.TasmiyatManRuwiya.JK000504-ara1	001960.automARkdown	0.94763	~	~
0234AbuHasanSacdi.TasmiyatManRuwiya.JK000504-ara1	002330.automARkdown	0.94705	~	~
0236AbuCabdAllahZubayri.NasabQuraysh.JK009223-ara1	001960.automARkdown	0.97414	~	0.93421
0236AbuCabdAllahZubayri.NasabQuraysh.JK009223-ara1	002330.automARkdown	0.97398	~	0.93385
0236AbuCabdAllahZubayri.NasabQuraysh.JK009223-ara1	001959.automARkdown	0.95709	~	~
0236AbuCabdAllahZubayri.NasabQuraysh.JK009223-ara1	002348.automARkdown	0.93524	~	~
0236AbuCabdAllahZubayri.NasabQuraysh.JK009223-ara1	003535.automARkdown	0.93227	~	~
0238MuhammadBarjlani.KaramWaJawd.Shia001912-ara1	004538Vols.automARkdown	0.9533	~	~
0238MuhammadBarjlani.KaramWaJawd.Shia001912-ara1	003960.automARkdown	0.93516	~	~
0240KhalifaIbnKhayyat.Tabaqat.Shia003056-ara1	001959.automARkdown	0.97113	~	0.95218
0240KhalifaIbnKhayyat.Tabaqat.Shia003056-ara1	004774Vols.automARkdown	0.94489	~	~
0240KhalifaIbnKhayyat.Tarikh.JK000412-ara1	002054Vols.automARkdown	0.9407	~	~
0240KhalifaIbnKhayyat.Tarikh.JK000412-ara1	002338.automARkdown	0.9347	~	~
0240KhalifaIbnKhayyat.Tarikh.JK000412-ara1	002329Vols.automARkdown	0.93274	~	~
0241IbnHanbal.Musnad.Shamela0025794-ara1	002047.automARkdown	0.93355	~	~
0241IbnHanbal.Musnad.Shamela0025794-ara1	000216.automARkdown	0.93158	~	~
0241IbnHanbal.Salat.ShamAY0035233-ara1	001660.automARkdown	0.93973	~	~
0241IbnHanbal.Salat.ShamAY0035233-ara1	000420.automARkdown	0.93942	~	~
0241IbnHanbal.Salat.ShamAY0035233-ara1	002859.automARkdown	0.93678	~	~
0241IbnHanbal.Salat.ShamAY0035233-ara1	001844Vols.automARkdown	0.93558	~	~
0241IbnHanbal.Salat.ShamAY0035233-ara1	000075.automARkdown	0.93303	~	~
0241IbnHanbal.Salat.ShamAY0035233-ara1	001941.automARkdown	0.9323	~	~
0241IbnHanbal.Salat.ShamAY0035233-ara1	004719.automARkdown	0.93081	~	~
0242IbnAslamTusi.Arbacun.Shamela0010620-ara1	002047.automARkdown	0.94402	~	~
0243HarithMuhasibi.Makasib.Shamela0006230-ara1	001844Vols.automARkdown	0.93672	~	~
0243HarithMuhasibi.Makasib.Shamela0006230-ara1	001660.automARkdown	0.93162	~	~
0243HarithMuhasibi.Makasib.Shamela0006230-ara1	000670.automARkdown	0.93084	~	~
0245MuhammadIbnHabib.Muhabbar.Shamela0012205-ara1	001959.automARkdown	0.96956	~	~
0245MuhammadIbnHabib.Muhabbar.Shamela0012205-ara1	001960.automARkdown	0.95439	~	~
0245MuhammadIbnHabib.Muhabbar.Shamela0012205-ara1	002330.automARkdown	0.95421	~	~
0245MuhammadIbnHabib.Muhabbar.Shamela0012205-ara1	002348.automARkdown	0.94316	~	~
0245MuhammadIbnHabib.Muhabbar.Shamela0012205-ara1	004774Vols.automARkdown	0.93904	~	~
0246AbuCaliIbnShadhdhan.Hadith.Shamela0029707-ara1	003960.automARkdown	0.94215	~	~
0246QasimRassi.KamilMunir.Zaydiyya0000003-ara1	002491Vols.automARkdown	0.95223	~	~
0246QasimRassi.KamilMunir.Zaydiyya0000003-ara1	000673Vols.automARkdown	0.94798	~	~
0246QasimRassi.KamilMunir.Zaydiyya0000003-ara1	000207.automARkdown	0.94784	~	~
0246QasimRassi.KamilMunir.Zaydiyya0000003-ara1	002865.automARkdown	0.94515	~	~
0246QasimRassi.KamilMunir.Zaydiyya0000003-ara1	001990Vols.automARkdown	0.94333	~	~
0246QasimRassi.KamilMunir.Zaydiyya0000003-ara1	000443.automARkdown	0.9432	~	~
0246QasimRassi.KamilMunir.Zaydiyya0000003-ara1	000144.automARkdown	0.94058	~	~
0246QasimRassi.KamilMunir.Zaydiyya0000003-ara1	000385.automARkdown	0.93969	~	~
0246QasimRassi.KamilMunir.Zaydiyya0000003-ara1	001666.automARkdown	0.93912	~	~
0246QasimRassi.KamilMunir.Zaydiyya0000003-ara1	003223Vols.automARkdown	0.93559	~	~
0246QasimRassi.KamilMunir.Zaydiyya0000003-ara1	002035.automARkdown	0.93487	~	~
0246QasimRassi.KamilMunir.Zaydiyya0000003-ara1	000477.automARkdown	0.93204	~	~
0246QasimRassi.KamilMunir.Zaydiyya0000003-ara1	000387.automARkdown	0.93065	~	~
0246QasimRassi.KamilMunir.Zaydiyya0000003-ara1	000520.automARkdown	0.9306	~	~
0246QasimRassi.KamilMunir.Zaydiyya0000003-ara1	000446.automARkdown	0.93027	~	~
0246QasimRassi.KamilMunir.Zaydiyya0000003-ara1	004063.automARkdown	0.93013	~	~
0246QasimRassi.TathbitImama.Shia004484-ara1	001854.automARkdown	0.93222	~	~
0246QasimRassi.TathbitImama.Shia004484-ara1	002858.automARkdown	0.93132	~	~
0246QasimRassi.TathbitImama.Shia004484-ara1	000075.automARkdown	0.93073	~	~
0249Azraqi.AkhbarMakka.JK003504-ara1	004638Vols.automARkdown	0.99256	~	0.97406
0249CabdIbnHamid.MuntakhabMinMusnad.ShamAY0033973-ara1	002047.automARkdown	0.94957	~	~
0249CabdIbnHamid.MuntakhabMinMusnad.ShamAY0033973-ara1	000216.automARkdown	0.94356	~	~
0255CabdAllahDarimi.Sunan.Sham19Y0036114-ara5	002238Vols.automARkdown	0.93851	~	~
0255Jahiz.BayanWaTabyin.Shamela0010614-ara1	003365Vols.automARkdown	0.99918	65.56	0.99697
0255Jahiz.BayanWaTabyin.Shamela0010614-ara1	002985Vols.automARkdown	0.93465	~	~
0255Jahiz.Bighal.Shamela0010506-ara1	003365Vols.automARkdown	0.93525	~	~
0255Jahiz.Bukhala.Shamela0010501-ara1	002332.automARkdown	0.99507	~	0.9766
0255Jahiz.Bukhala.Shamela0010501-ara1	002972Vols.automARkdown	0.94233	~	~
0255Jahiz.BursanWaCurjan.Shamela0010538-ara1	003365Vols.automARkdown	0.94535	~	~
0255Jahiz.Cuthmaniyya.Shia003459BK1-ara1	002874.automARkdown	0.93027	~	~
0255Jahiz.HakamaynWaTaswibCali.Shamela0010709BK3-ara2	002972Vols.automARkdown	0.93375	~	~
0255Jahiz.HakamaynWaTaswibCali.Shamela0010709BK3-ara2	002332.automARkdown	0.93214	~	~
0255Jahiz.Hayawan.Shamela0023775-ara1	002972Vols.automARkdown	0.99875	87.59	0.99451
0255Jahiz.Hayawan.Shamela0023775-ara1	002332.automARkdown	0.94706	~	~
0255Jahiz.Hayawan.Shamela0023775-ara1	004555.automARkdown	0.9372	~	~
0255Jahiz.Hayawan.Shamela0023775-ara1	002358.automARkdown	0.93524	~	~
0255Jahiz.MahasinWaAddad.JK009364-ara1	002334.automARkdown	0.99589	~	0.97847
0255Jahiz.MahasinWaAddad.JK009364-ara1	002985Vols.automARkdown	0.9627	~	~
0255Jahiz.MahasinWaAddad.JK009364-ara1	002349.automARkdown	0.93964	~	~
0255Jahiz.MahasinWaAddad.JK009364-ara1	003363Vols.automARkdown	0.93432	~	~
0255Jahiz.ManaqibTurk.Shamela0010709BK6-ara2	002972Vols.automARkdown	0.93315	~	~
0256Bukhari.KhalqAfcal.Shamela0009697-ara1	002047.automARkdown	0.93561	~	~
0256Bukhari.Sahih.JK000110-ara1	002047.automARkdown	0.94342	~	~
0256Bukhari.Sahih.JK000110-ara1	000216.automARkdown	0.9405	~	~
0256Bukhari.TarikhSaghir.Shia003060Vols-ara1	004135Vols.automARkdown	0.95151	~	~
0256Bukhari.TarikhSaghir.Shia003060Vols-ara1	001831.automARkdown	0.94902	~	~
0257IbnCabdHakam.FutuhMisr.Shamela0011404-ara1	004429.automARkdown	0.99966	55.61	0.99877
0257IbnCarafaCabdi.Juz.Shamela0009313-ara1	002047.automARkdown	0.93446	~	~
0258IbnYahyaNaysaburi.Juz.Shamela0021684-ara1	002047.automARkdown	0.9509	~	~
0258IbnYahyaNaysaburi.Juz.Shamela0021684-ara1	000216.automARkdown	0.93079	~	~
0260IbnSahlTabari.FirdawsHikmaFiTibb.Shia004667-ara1	004804.automARkdown	0.93506	~	~
0260ImamCaskari.Tafsir.Shia002334-ara1	002201Vols.automARkdown	0.95025	~	~
0260ImamCaskari.Tafsir.Shia002334-ara1	002865.automARkdown	0.94922	~	~
0260ImamCaskari.Tafsir.Shia002334-ara1	002369.automARkdown	0.94813	~	~
0260ImamCaskari.Tafsir.Shia002334-ara1	000385.automARkdown	0.94551	~	~
0260ImamCaskari.Tafsir.Shia002334-ara1	004762.automARkdown	0.9426	~	~
0260ImamCaskari.Tafsir.Shia002334-ara1	002310.automARkdown	0.94247	~	~
0260ImamCaskari.Tafsir.Shia002334-ara1	000146Vols.automARkdown	0.94125	~	~
0260ImamCaskari.Tafsir.Shia002334-ara1	002868.automARkdown	0.93802	~	~
0260ImamCaskari.Tafsir.Shia002334-ara1	004063.automARkdown	0.93624	~	~
0260ImamCaskari.Tafsir.Shia002334-ara1	002225Vols.automARkdown	0.93603	~	~
0260ImamCaskari.Tafsir.Shia002334-ara1	001978Vols.automARkdown	0.93582	~	~
0260ImamCaskari.Tafsir.Shia002334-ara1	002035.automARkdown	0.93469	~	~
0260ImamCaskari.Tafsir.Shia002334-ara1	001861Vols.automARkdown	0.93402	~	~
0260ImamCaskari.Tafsir.Shia002334-ara1	002491Vols.automARkdown	0.93306	~	~
0260ImamCaskari.Tafsir.Shia002334-ara1	001561Vols.automARkdown	0.93224	~	~
0260ImamCaskari.Tafsir.Shia002334-ara1	000443.automARkdown	0.93199	~	~
0260ImamCaskari.Tafsir.Shia002334-ara1	001918.automARkdown	0.9303	~	~
0261Muslim.Sahih.ShamAY0033938-ara1	002047.automARkdown	0.94939	~	~
0261Muslim.Sahih.ShamAY0033938-ara1	000216.automARkdown	0.94722	~	~
0261Muslim.Sahih.ShamAY0033938-ara1	003220Vols.automARkdown	0.93315	~	~
0262CumarIbnShabba.TarikhMadina.Shia003461Vols-ara1	002047.automARkdown	0.95094	~	~
0262CumarIbnShabba.TarikhMadina.Shia003461Vols-ara1	000216.automARkdown	0.93807	~	~
0262CumarIbnShabba.TarikhMadina.Shia003461Vols-ara1	002329Vols.automARkdown	0.93323	~	~
0262IbnCasimIsbahani.Juz.Shia001926-ara1	003295.automARkdown	0.9461	~	~
0262IbnCasimIsbahani.Juz.Shia001926-ara1	001832.automARkdown	0.94002	~	~
0262IbnCasimIsbahani.Juz.Shia001926-ara1	001920.automARkdown	0.93993	~	~
0262IbnCasimIsbahani.Juz.Shia001926-ara1	002336.automARkdown	0.93949	~	~
0262IbnCasimIsbahani.Juz.Shia001926-ara1	004497.automARkdown	0.93842	~	~
0262IbnCasimIsbahani.Juz.Shia001926-ara1	002331.automARkdown	0.9324	~	~
0262IbnCasimIsbahani.Juz.Shia001926-ara1	002473.automARkdown	0.93088	~	~
0264IbnYahyaMuzani.SunanMathura.Shamela0013033-ara1	002047.automARkdown	0.93542	~	~
0265CaliIbnHarbTai.Juz.ShamAY0032940-ara1	003220Vols.automARkdown	0.94229	~	~
0265CaliIbnHarbTai.Juz.ShamAY0032940-ara1	002367.automARkdown	0.93506	~	~
0265SacdanIbnNasr.MuntaqaMinHadithSacdan.ShamAY0035222-ara1	002199.automARkdown	0.94204	~	~
0270IbnCabdAllahKhutali.MahabbaLiLlah.Shamela0026872-ara1	002186Vols.automARkdown	0.93447	~	~
0271IbnSinanQazzaz.JuzMinHadith.Shamela0009399-ara1	002047.automARkdown	0.95322	~	~
0272Fakihi.AkhbarMakka.Shamela0022579-ara1	004538Vols.automARkdown	0.95688	~	~
0272Fakihi.AkhbarMakka.Shamela0022579-ara1	003960.automARkdown	0.94509	~	~
0273HanbalIbnIshaqShaybani.Fitan.JK001081-ara1	002047.automARkdown	0.94801	~	~
0273HanbalIbnIshaqShaybani.Fitan.JK001081-ara1	000216.automARkdown	0.93429	~	~
0273HanbalIbnIshaqShaybani.JuzHanbal.Shamela0013104-ara1	002047.automARkdown	0.94074	~	~
0274AhmadBarqi.Mahasin.Shia001115Vols-ara1	000090.automARkdown	0.9477	~	~
0274AhmadBarqi.Mahasin.Shia001115Vols-ara1	001995Vols.automARkdown	0.9461	~	~
0274AhmadBarqi.Mahasin.Shia001115Vols-ara1	004760.automARkdown	0.94032	~	~
0274AhmadBarqi.Mahasin.Shia001115Vols-ara1	004977Vols.automARkdown	0.93729	~	~
0274AhmadBarqi.Mahasin.Shia001115Vols-ara1	002479.automARkdown	0.93523	~	~
0275AbuDawudSijistani.Marasil.ShamAY0033999-ara1	002047.automARkdown	0.95755	~	~
0275AbuDawudSijistani.Marasil.ShamAY0033999-ara1	000216.automARkdown	0.94234	~	~
0275AbuDawudSijistani.Sunan.Shamela0117359-ara1	002336.automARkdown	0.93546	~	~
0275AbuDawudSijistani.Sunan.Shamela0117359-ara1	004533.automARkdown	0.93399	~	~
0276IbnMukhalladQurtubi.MaRuwiyaFiHawd.Shia001932-ara1	004845.automARkdown	0.94976	~	~
0276IbnMukhalladQurtubi.MaRuwiyaFiHawd.Shia001932-ara1	001833.automARkdown	0.94037	~	~
0276IbnMukhalladQurtubi.MaRuwiyaFiHawd.Shia001932-ara1	002025.automARkdown	0.93483	~	~
0276IbnMukhalladQurtubi.MaRuwiyaFiHawd.Shia001932-ara1	002329Vols.automARkdown	0.93333	~	~
0276IbnMukhalladQurtubi.MaRuwiyaFiHawd.Shia001932-ara1	003294.automARkdown	0.93045	~	~
0276IbnQutaybaDinawari.AdabKatib.Shamela0026349-ara1	002345.automARkdown	0.99339	~	0.96691
0276IbnQutaybaDinawari.CuyunAkhbar.Shamela0023790-ara1	002985Vols.automARkdown	0.95172	~	~
0276IbnQutaybaDinawari.CuyunAkhbar.Shamela0023790-ara1	002334.automARkdown	0.93179	~	~
0276IbnQutaybaDinawari.ImamaWaSiyasa.JK001030-ara1	003372Vols.automARkdown	0.98427	~	0.95989
0276IbnQutaybaDinawari.ImamaWaSiyasa.JK001030-ara1	002349.automARkdown	0.93725	~	~
0276IbnQutaybaDinawari.Macarif.Shamela0012129-ara1	002044Vols.automARkdown	0.94998	~	~
0276IbnQutaybaDinawari.Macarif.Shamela0012129-ara1	001880Vols.automARkdown	0.94996	~	~
0276IbnQutaybaDinawari.MasailWaAjwiba.Sham19Y0151010-ara1	001660.automARkdown	0.93381	~	~
0276IbnQutaybaDinawari.TawilMukhtalafHadith.Shamela0007292-ara1	003368Vols.automARkdown	0.94817	~	~
0276IbnQutaybaDinawari.TawilMukhtalafHadith.Shamela0007292-ara1	001660.automARkdown	0.947	~	~
0276IbnQutaybaDinawari.TawilMukhtalafHadith.Shamela0007292-ara1	000609Vols.automARkdown	0.94135	~	~
0276IbnQutaybaDinawari.TawilMukhtalafHadith.Shamela0007292-ara1	002859.automARkdown	0.94086	~	~
0276IbnQutaybaDinawari.TawilMukhtalafHadith.Shamela0007292-ara1	000423Vols.automARkdown	0.93997	~	~
0276IbnQutaybaDinawari.TawilMukhtalafHadith.Shamela0007292-ara1	003004Vols.automARkdown	0.93953	~	~
0276IbnQutaybaDinawari.TawilMukhtalafHadith.Shamela0007292-ara1	000387.automARkdown	0.93802	~	~
0276IbnQutaybaDinawari.TawilMukhtalafHadith.Shamela0007292-ara1	000185.automARkdown	0.93442	~	~
0276IbnQutaybaDinawari.TawilMukhtalafHadith.Shamela0007292-ara1	004719.automARkdown	0.93309	~	~
0276IbnQutaybaDinawari.TawilMukhtalafHadith.Shamela0007292-ara1	000074.automARkdown	0.9316	~	~
0276IbnQutaybaDinawari.TawilMukhtalafHadith.Shamela0007292-ara1	000446.automARkdown	0.93148	~	~
0276IbnQutaybaDinawari.TawilMukhtalafHadith.Shamela0007292-ara1	002067Vols.automARkdown	0.93054	~	~
0276IbnQutaybaDinawari.TawilMukhtalafHadith.Shamela0007292-ara1	000670.automARkdown	0.9304	~	~
0276IbnQutaybaDinawari.TawilMushkilQuran.Shamela0023596-ara1	000150Vols.automARkdown	0.93584	~	~
0277YahyaIbnHasanCaqiqi.Mucaqqibun.ShamAY0037020-ara1	002302.automARkdown	0.93033	~	~
0279Baladhuri.AnsabAshraf.Shamela0009773-ara1	001880Vols.automARkdown	0.99998	15.36	0.99985
0279Baladhuri.AnsabAshraf.Shamela0009773-ara1	002044Vols.automARkdown	0.94579	~	~
0279Baladhuri.AnsabAshraf.Shamela0009773-ara1	002329Vols.automARkdown	0.93995	~	~
0279Baladhuri.AnsabAshraf.Shamela0009773-ara1	002348.automARkdown	0.93509	~	~
0279Baladhuri.FutuhBuldan.Shamela0012221-ara1	002329Vols.automARkdown	0.99936	90.62	0.99625
0279Baladhuri.FutuhBuldan.Shamela0012221-ara1	002044Vols.automARkdown	0.94428	~	~
0279Baladhuri.FutuhBuldan.Shamela0012221-ara1	001880Vols.automARkdown	0.94081	~	~
0279Baladhuri.FutuhBuldan.Shamela0012221-ara1	003023Vols.automARkdown	0.93899	~	~
0279Baladhuri.FutuhBuldan.Shamela0012221-ara1	002025.automARkdown	0.93813	~	~
0279Baladhuri.FutuhBuldan.Shamela0012221-ara1	002308Vols.automARkdown	0.93373	~	~
0279IbnAbiKhaythama.TarikhKabir.Shamela0008477-ara1	002296Vols.automARkdown	0.94288	~	~
0279Tirmidhi.MukhtasarShamailMuhammadiyya.Shamela0000700-ara1	001838.automARkdown	0.93273	~	~
0279Tirmidhi.ShamailMuhammadiyya.Shamela0023647-ara1	002047.automARkdown	0.99921	~	0.99834
